# Objective (MW), T_1_x (m), T_1_y (m), T_2_x (m), T_2_y (m), T_3_x (m), T_3_y (m), T_4_x (m), T_4_y (m), T_5_x (m), T_5_y (m), T_6_x (m), T_6_y (m), T_7_x (m), T_7_y (m)
-1.434452091916904592e+01,2.567887499573027412e+02,1.799241146775897846e+02,-9.837222604705861784e+01,3.439925501419531884e+02,4.139817309652776771e+02,-6.083611270683310295e+02,1.386713254617329767e+02,-1.779687202580902579e+02,5.716318867823206347e+02,5.177458571052401339e+02,-3.728923656217124289e+02,1.821583106455526746e+01,-5.319898399787756489e+02,-3.386259210310490175e+02
-1.428947475734209149e+01,2.575234454284083085e+02,1.804503379178754869e+02,-9.651013469735040928e+01,3.488656363329035344e+02,4.111109770516660546e+02,-6.083163827758905882e+02,1.369942977431293514e+02,-1.818300821126781557e+02,5.751902516971073283e+02,5.406640509693653485e+02,-3.739880793207304919e+02,1.885186235697148760e+01,-5.276075131339322297e+02,-3.390725414529895829e+02
-1.433505858661628096e+01,2.553096274977090729e+02,1.797330099813374602e+02,-9.934650388670749521e+01,3.498029856531514952e+02,4.154753380871679269e+02,-6.085308505091676352e+02,1.384783823606677231e+02,-1.802786593633954055e+02,5.738919423635361454e+02,5.492784128816773546e+02,-3.718461627281058668e+02,1.927901156131597205e+01,-5.293479316641245305e+02,-3.391163716934619856e+02
-1.439925333970776222e+01,2.572905197744175325e+02,1.784490732864158531e+02,-9.864605656943632539e+01,3.467457461025466046e+02,4.136480306912665696e+02,-6.086663459050329266e+02,1.384260843200221700e+02,-1.768516519110903005e+02,5.724088497854622801e+02,5.327933501012867055e+02,-3.731363943459961661e+02,1.875979346007794746e+01,-5.303530671631509676e+02,-3.388210728668850606e+02
-1.440177313031159834e+01,2.575115140403094642e+02,1.790169006748406275e+02,-9.856715521934017943e+01,3.467273205634484725e+02,4.136913121866758729e+02,-6.086805733153846631e+02,1.384092849274104253e+02,-1.767487355657600574e+02,5.716773184743296952e+02,5.332827898598114871e+02,-3.733587128860345956e+02,1.856197170775245553e+01,-5.307898812623374170e+02,-3.388758910503927950e+02
-1.440197243887753409e+01,2.575538083700848802e+02,1.790723970147654427e+02,-9.854092136132135238e+01,3.467258911467010876e+02,4.136844827135457763e+02,-6.086821889990499130e+02,1.384572451220880112e+02,-1.766959265709188003e+02,5.715877814046054937e+02,5.338196188169141578e+02,-3.734127429379620366e+02,1.853028303785096043e+01,-5.309294761196138097e+02,-3.389304037939679688e+02
-1.440201120018326897e+01,2.575434151649702130e+02,1.791048869171336548e+02,-9.854451026958662396e+01,3.466610978164885637e+02,4.136744785456212981e+02,-6.086779217415858056e+02,1.384935388462672847e+02,-1.767274969484953999e+02,5.716022927519678660e+02,5.339157130929149844e+02,-3.734028607505592845e+02,1.851667094715152118e+01,-5.309770212163854239e+02,-3.389615975427083754e+02
-1.440203856968476614e+01,2.575420837182943501e+02,1.791227363739788530e+02,-9.855788694996910237e+01,3.465349505244942065e+02,4.136321379996825840e+02,-6.086772310885478419e+02,1.385334158233779078e+02,-1.767696140366683153e+02,5.716303434446394931e+02,5.339538441625185214e+02,-3.733914933745122653e+02,1.850414623787758828e+01,-5.309982004465721275e+02,-3.389860935699326774e+02
-1.440204592449396692e+01,2.575428601552085297e+02,1.791192737620733908e+02,-9.857470623954053224e+01,3.464555796036187303e+02,4.136144049747044846e+02,-6.086800635310445386e+02,1.385505375588269885e+02,-1.767982615933497073e+02,5.716306884475343395e+02,5.339168508010509413e+02,-3.733853633884272654e+02,1.850382502967939402e+01,-5.309899659443869950e+02,-3.389809847753027725e+02
-1.440204760312423282e+01,2.575469775259311973e+02,1.791094720851387478e+02,-9.858128260007008237e+01,3.464204955613529933e+02,4.136071977206260613e+02,-6.086823855998336512e+02,1.385541855497431527e+02,-1.768123942387752550e+02,5.716250076879953212e+02,5.338954311607950558e+02,-3.733886270845685544e+02,1.850738132341718867e+01,-5.309758302422477527e+02,-3.389667714279779602e+02
-1.440204774743952321e+01,2.575474405331189018e+02,1.791059300913491654e+02,-9.858194344936646303e+01,3.464147799736642810e+02,4.136095865379880365e+02,-6.086825910700033546e+02,1.385542027221372336e+02,-1.768151543657840818e+02,5.716216380940370527e+02,5.338915449218146705e+02,-3.733904986895146862e+02,1.850915281767060350e+01,-5.309722065488325597e+02,-3.389595753765248105e+02
-1.440204776656316810e+01,2.575477113337515789e+02,1.791046263280276207e+02,-9.858120660950831393e+01,3.464120358833212094e+02,4.136105112487696829e+02,-6.086823556685334324e+02,1.385540239485719383e+02,-1.768153506876561494e+02,5.716211638882514308e+02,5.338931740905348988e+02,-3.733914578869542993e+02,1.850970958340101902e+01,-5.309715549672939687e+02,-3.389566494421769107e+02
-1.440204777269278047e+01,2.575476360574646151e+02,1.791038863262942016e+02,-9.858080326541357863e+01,3.464089896198418046e+02,4.136110817454484163e+02,-6.086821362975874763e+02,1.385539922042846115e+02,-1.768152232201815934e+02,5.716211729599746150e+02,5.338938911429876271e+02,-3.733915224864323363e+02,1.850995675058669576e+01,-5.309717260034101400e+02,-3.389553198178223283e+02
-1.440204777555929105e+01,2.575475672124887865e+02,1.791031666196812751e+02,-9.858054614267598481e+01,3.464059042856482051e+02,4.136111569673058739e+02,-6.086820248634115842e+02,1.385538586760251860e+02,-1.768149698088401749e+02,5.716213510129495035e+02,5.338941638260348554e+02,-3.733913325726052221e+02,1.851010265318157622e+01,-5.309719550027658670e+02,-3.389549020873945437e+02
-1.440204777629013577e+01,2.575474967898290970e+02,1.791027653286434713e+02,-9.858053486289851719e+01,3.464044797898920365e+02,4.136110655675103089e+02,-6.086820514659044647e+02,1.385537279224146516e+02,-1.768148380632896135e+02,5.716214068537212825e+02,5.338939445060702838e+02,-3.733911378903615059e+02,1.851013678546594576e+01,-5.309720539519204294e+02,-3.389552150109983018e+02
-1.440204777629013577e+01,2.575474967898290970e+02,1.791027653286434713e+02,-9.858053486289851719e+01,3.464044797898920365e+02,4.136110655675103089e+02,-6.086820514659044647e+02,1.385537279224146516e+02,-1.768148380632896135e+02,5.716214068537212825e+02,5.338939445060702838e+02,-3.733911378903615059e+02,1.851013678546594576e+01,-5.309720539519204294e+02,-3.389552150109983018e+02
